iata,name,city,state,country,lat,long,dst,tz,utc_offset
0I8,Cynthiana-Harrison County,Cynthiana,KY,USA,38.36674167,-84.28410056,,America/New_York,-4
FGX,Fleming-Mason,Flemingsburg,KY,USA,38.54180556,-83.74338889,,America/New_York,-4
5M9,Marion-Crittenden County,Marion,KY,USA,37.33616222,-88.11113611,,America/Chicago,-5
7K0,Pike County-Hatcher ,Pikeville,KY,USA,37.56173889,-82.56660694,,America/New_York,-4
K62,Falmouth Pendleton County,Falmouth,KY,USA,38.70423611,-84.39160417,,America/New_York,-4
I93,Breckinridge County,Hardinsburg,KY,USA,37.78505944,-86.44192194,,America/Chicago,-5
DVK,Stuart Powell ,Danville,KY,USA,37.57791667,-84.76969444,,America/New_York,-4
7K4,Ohio County ,Hartford,KY,USA,37.45832417,-86.84995194,,America/Chicago,-5
TZV,Tompkinsville-Monroe County,Tompkinsville,KY,USA,36.72978,-85.65191556,,America/Chicago,-5
CEY,Kyle-Oakley ,Murray,KY,USA,36.66458333,-88.37277722,,America/Chicago,-5
K20,Wendell H. Ford,Hazard,KY,USA,37.38783833,-83.26205889,,America/New_York,-4
K24,Russell County,Jamestown,KY,USA,37.00888889,-85.10277778,,America/Chicago,-5
1A6,Middlesboro-Bell County,Middlesboro,KY,USA,36.6106375,-83.73741611,,America/New_York,-4
I50,Stanton,Stanton,KY,USA,37.85008167,-83.84575194,,America/New_York,-4
M21,Muhlenberg County,Greenville,KY,USA,37.22561111,-87.15752778,,America/Chicago,-5
9I3,West Liberty,West Liberty,KY,USA,37.91453139,-83.25212111,,America/New_York,-4
EKQ,Wayne County,Monticello,KY,USA,36.85527778,-84.85613889,,America/Kentucky/Monticello,-4
K22,Big Sandy Regional,Prestonburg,KY,USA,37.75102778,-82.63669444,,America/New_York,-4
M34,Kentucky Dam State Park,Gilbertsville,KY,USA,37.00950028,-88.29586639,,America/Chicago,-5
18I,McCreary County ,Pine Knot,KY,USA,36.69591306,-84.39160389,,America/New_York,-4
2I0,Madisonville Municipal,Madisonville,KY,USA,37.35502778,-87.39963889,,America/Chicago,-5
IOB,Mt Sterling-Montgomery County,Mount Sterling,KY,USA,38.05813889,-83.97958333,,America/New_York,-4
AAS,Taylor County,Cambellsville,KY,USA,37.35827778,-85.30941667,,America/New_York,-4
HVC,Hopkinsville-Christian County,Hopkinsville,KY,USA,36.85658333,-87.45725,,America/Chicago,-5
L83,Thibodaux Municipal,Thibodaux,LA,USA,29.74779194,-90.83289889,,America/Chicago,-5
L49,South Lafourche,Galliano,LA,USA,29.44482222,-90.26111667,,America/Chicago,-5
4R7,Eunice,Eunice,LA,USA,30.46628389,-92.42379917,,America/Chicago,-5
F88,Jonesboro,Jonesboro,LA,USA,32.20199028,-92.73293028,,America/Chicago,-5
0R7,Red River,Coushatta,LA,USA,31.99071694,-93.30739306,,America/Chicago,-5
3R4,Hart,Many,LA,USA,31.54489667,-93.48645306,,America/Chicago,-5
L39,Leesville,Leesville,LA,USA,31.16819444,-93.34245833,,America/Chicago,-5
F89,Winnsboro Municipal,Winnsboro,LA,USA,32.15431917,-91.70012472,,America/Chicago,-5
3R2,Le Gros Memorial,Crowley,LA,USA,30.16173611,-92.48396111,,America/Chicago,-5
3R7,Jennings,Jennings,LA,USA,30.24269333,-92.67344778,,America/Chicago,-5
L38,Louisiana Regional,Gonzales,LA,USA,30.17135306,-90.94039583,,America/Chicago,-5
2F8,Morehouse Memorial,Bastrop,LA,USA,32.75607944,-91.88057194,,America/Chicago,-5
TVR,Vicksburg Tallulah Regional,Tallulah,LA,USA,32.35160639,-91.02768917,,America/Chicago,-5
CWF,Chennault International ,Lake Charles,LA,USA,30.21059167,-93.14318944,,America/Chicago,-5
M79,John H Hooks Jr Memorial,Rayville,LA,USA,32.48633611,-91.77087528,,America/Chicago,-5
F87,Farmerville,Farmerville,LA,USA,32.72495583,-92.33716583,,America/Chicago,-5
0R5,David G Joyce,Winnfield,LA,USA,31.96366222,-92.66026056,,America/Chicago,-5
L75,Southland ,Sulphur,LA,USA,30.13138889,-93.37611111,,America/Chicago,-5
0R4,Concordia Parish,Vidalia,LA,USA,31.56683278,-91.50011889,,America/Chicago,-5
L42,Allen Parish,Oakdale,LA,USA,30.75016667,-92.68847222,,America/Chicago,-5
RSN,Ruston Regional,Ruston,LA,USA,32.51444444,-92.58833333,,America/Chicago,-5
1R1,Jena,Jena,LA,USA,31.671004999999997,-92.15846722,,America/Chicago,-5
0R3,Abbeville Chris Crusta Memorial,Abbeville,LA,USA,29.97576083,-92.08415167,,America/Chicago,-5
3F3,De Soto Parish,Mansfield,LA,USA,32.07345972,-93.76551889,,America/Chicago,-5
OPL,St Landry Parish - Ahart ,Opelousas,LA,USA,30.55840556,-92.099375,,America/Chicago,-5
1L0,St. John the Baptist Parish,Reserve,LA,USA,30.08720833,-90.58266528,,America/Chicago,-5
IER,Natchitoches Municipal,Natchitoches,LA,USA,31.73572,-93.09913639,,America/Chicago,-5
0M8,Byerley,Lake Providence,LA,USA,32.82587917,-91.187665,,America/Chicago,-5
7N0,New Orleans Downtown Heliport,New Orleans,LA,USA,29.95194444,-90.08166667,,America/Chicago,-5
SPH,Springhill,Springhill,LA,USA,32.98316472,-93.41081028,,America/Chicago,-5
HZR,False River Air Park,New Roads,LA,USA,30.71832333,-91.47866972,,America/Chicago,-5
HUM,Houma-Terrebonne,Houma,LA,USA,29.5665,-90.66041667,,America/Chicago,-5
3F4,Vivian,Vivian,LA,USA,32.86133333,-94.01015361,,America/Chicago,-5
9M6,Kelly,Oak Grove,LA,USA,32.84921361,-91.40390611,,America/Chicago,-5
BXA,George R Carr Memorial,Bogalusa,LA,USA,30.81368639,-89.86496444,,America/Chicago,-5
MKV,Marksville Municipal,Marksville,LA,USA,31.094659999999998,-92.06906861,,America/Chicago,-5
5F4,Homer Municipal,Homer,LA,USA,32.78850806,-93.00366083,,America/Chicago,-5
L31,Greater St. Tammany Parish ,Covington,LA,USA,30.44505417,-89.98887889,,America/Chicago,-5
F24,Minden-Webster,Minden,LA,USA,32.64601,-93.29808556,,America/Chicago,-5
HDC,Hammond Municipal,Hammond,LA,USA,30.52096889,-90.41762056,,America/Chicago,-5
5R8,De Quincy Industrial Airpark,De Quincy,LA,USA,30.44117222,-93.47349722,,America/Chicago,-5
PTN,Harry P. Williams Memorial,Patterson,LA,USA,29.71081917,-91.33971778,,America/Chicago,-5
AQW,Harriman And West,North Adams,MA,USA,42.69591417,-73.17038306,,America/New_York,-4
FIT,Fitchburg Municipal,Fitchburg,MA,USA,42.55412194,-71.75895639,,America/New_York,-4
1B9,Mansfield Municipal,Mansfield,MA,USA,42.00013306,-71.19677139,,America/New_York,-4
CQX,Chatham Municipal,Chatham,MA,USA,41.68840028,-69.98952417,,America/New_York,-4
GBR,Great Barrington,Great Barrington,MA,USA,42.18421417,-73.40324056,,America/New_York,-4
GDM,Gardner Municipal,Gardner,MA,USA,42.54986639,-72.01602194,,America/New_York,-4
3B2,Marshfield,Marshfield,MA,USA,42.09824111,-70.67212083,,America/New_York,-4
PMX,Metropolitan,Palmer,MA,USA,42.22328722,-72.31138694,,America/New_York,-4
0B5,Turners Falls,Montague,MA,USA,42.59136361,-72.52275472,,America/New_York,-4
3B0,Southbridge Municipal,Southbridge,MA,USA,42.10092806,-72.03840833,,America/New_York,-4
PSF,Pittsfield Municipal,Pittsfield,MA,USA,42.42684667,-73.29292806,,America/New_York,-4
TAN,Taunton Municipal,Taunton,MA,USA,41.87460139,-71.01687583,,America/New_York,-4
7B2,La Fleur,Northampton,MA,USA,42.32816806,-72.61151667,,America/New_York,-4
32M,Norfolk,Norfolk,MA,USA,42.12787528,-71.37033556,,America/New_York,-4
6B6,Minute Man Airfield,Stow,MA,USA,42.46045361,-71.51791444,,America/New_York,-4
2G4,Garrett County,Oakland,MD,USA,39.58027778,-79.33941667,,America/New_York,-4
CGS,College Park,College Park,MD,USA,38.98058333,-76.92230556,,America/New_York,-4
FDK,Frederick Municipal,Frederick,MD,USA,39.41758333,-77.37430556,,America/New_York,-4
CGE,Cambridge-Dorchester,Cambridge,MD,USA,38.53930556,-76.03036111,,America/New_York,-4
2W5,Maryland,Indian Head,MD,USA,38.60053667,-77.07296917,,America/New_York,-4
DMW,Carroll County,Westminster,MD,USA,39.60827778,-77.00766667,,America/New_York,-4
W41,Crisfield Municipal,Crisfield,MD,USA,38.01679028,-75.82882056,,America/New_York,-4
2W6,Captain Walter Francis Duke Regional ,Leonardtown,MD,USA,38.31536111,-76.55011111,,America/New_York,-4
W29,Bay Bridge Industrial,Stevensville,MD,USA,38.97638889,-76.32963889,,America/New_York,-4
FVE,Northern Aroostook Regional,Frenchville,ME,USA,47.28550417,-68.31275,,America/New_York,-4
44B,Dover/Foxcroft,Dover-Foxcroft,ME,USA,45.18338806,-69.2328225,,America/New_York,-4
LRG,Lincoln Regional,Lincoln,ME,USA,45.36216083,-68.53474694,,America/New_York,-4
59B,Newton ,Jackman,ME,USA,45.63199111,-70.24728944,,America/New_York,-4
OWK,Central Maine ,Norridgewock,ME,USA,44.7155,-69.86647222,,America/New_York,-4
0B1,Col. Dyke ,Bethel,ME,USA,44.42506444,-70.80784778,,America/New_York,-4
2B7,Pittsfield Municipal,Pittsfield,ME,USA,44.76852778,-69.37441667,,America/New_York,-4
OLD,Dewitt Field-Old Town Municipal,Old Town,ME,USA,44.9525,-68.67433333,,America/New_York,-4
81B,Oxford County Regional,Norway,ME,USA,44.15742611,-70.48129583,,America/New_York,-4
EPM,Eastport Municipal,Eastport,ME,USA,44.91011111,-67.01269444,,America/New_York,-4
3B1,Greenville Municipal,Greenville,ME,USA,45.46302778,-69.55161111,,America/New_York,-4
MLT,Millinocket Municipal,Millinocket,ME,USA,45.64783611,-68.68556194,,America/New_York,-4
SFM,Sanford Regional,Sanford,ME,USA,43.39386111,-70.70800028,,America/New_York,-4
1B0,Dexter Regional,Dexter,ME,USA,45.00839444,-69.23976722,,America/New_York,-4
IZG,Eastern Slopes Regional,Fryeburg,ME,USA,43.99114472,-70.94787444,,America/New_York,-4
PNN,Princeton Municipal,Princeton,ME,USA,45.20066667,-67.56438889,,America/New_York,-4
WVL,Waterville-Robert Lafleur,Waterville,ME,USA,44.53325,-69.67552778,,America/New_York,-4
MVM,Machias Valley,Machias,ME,USA,44.70311111,-67.47861111,,America/New_York,-4
93B,Stonington,Stonington,ME,USA,44.17508056,-68.67863722,,America/New_York,-4
57B,Islesboro,Islesboro,ME,USA,44.30285556,-68.91058722,,America/New_York,-4
8B0,Rangeley Municipal,Rangeley,ME,USA,44.991895,-70.66462472,,America/New_York,-4
IWI,Wiscasset,Wiscasset,ME,USA,43.96141667,-69.71255556,,America/New_York,-4
B21,Sugarloaf Regional,Carrabasset,ME,USA,45.08616639,-70.21617778,,America/New_York,-4
B19,Biddeford Municipal,Biddeford,ME,USA,43.46411111,-70.47238889,,America/New_York,-4
UIZ,Berz-Macomb,Utica,MI,USA,42.66389361,-82.96542583,,America/Detroit,-4
7D2,Troy-Oakland,Troy,MI,USA,42.54294389,-83.17790861,,America/Detroit,-4
35D,Padgham ,Allegan,MI,USA,42.53098278,-85.82513556,,America/Detroit,-4
OGM,Ontonagon County,Ontonagon,MI,USA,46.84547028,-89.36708806,,America/Detroit,-4
3CM,James Clements Municipal,Bay City,MI,USA,43.54691667,-83.89550222,,America/Detroit,-4
3FM,Fremont Municipal,Fremont,MI,USA,43.43890528,-85.99478,,America/Detroit,-4
07G,Fitch H Beach,Charlotte,MI,USA,42.57450861,-84.81143139,,America/Detroit,-4
PZQ,Presque Isle County,Rogers City,MI,USA,45.40709667,-83.81288556,,America/Detroit,-4
OEB,Branch County Memorial,Coldwater,MI,USA,41.93344861,-85.052585,,America/Detroit,-4
ADG,Lenawee County,Adrian,MI,USA,41.86943667,-84.07480528,,America/Detroit,-4
D98,Romeo,Romeo,MI,USA,42.79699083,-82.97526583,,America/Detroit,-4
TTF,Monroe Custer,Monroe,MI,USA,41.93990639,-83.43468306,,America/Detroit,-4
Y31,West Branch Community,West Branch,MI,USA,44.244825,-84.17980472,,America/Detroit,-4
3SG,Harry W Browne,Saginaw - H.Browne,MI,USA,43.43341028,-83.86245833,,America/Detroit,-4
13C,Lakeview,Lakeview,MI,USA,43.45213722,-85.26480333,,America/Detroit,-4
BEH,Southwest Michigan Regional,Benton Harbor,MI,USA,42.12858333,-86.4285,,America/Detroit,-4
0D1,South Haven Municipal,South Haven,MI,USA,42.35083333,-86.25613889,,America/Detroit,-4
1D2,Canton -Plymouth -  Mettetal,Plymouth,MI,USA,42.35003667,-83.45826833,,America/Detroit,-4
5G9,Toledo Suburban,Lambertville,MI,USA,41.7358775,-83.65541056,,America/Detroit,-4
83D,Mackinac County,St Ignace,MI,USA,45.89029056,-84.73755083,,America/Detroit,-4
8D4,Sparta,Sparta,MI,USA,43.12860833,-85.67689778,,America/Detroit,-4
IWD,Gogebic County,Ironwood,MI,USA,46.52747472,-90.13139667,,America/Menominee,-5
BIV,Tulip City,Holland,MI,USA,42.74316667,-86.10502778,,America/Detroit,-4
9C8,Evart Municipal,Evart,MI,USA,43.895852500000004,-85.27920861,,America/Detroit,-4
D87,Harbor Springs,Harbor Springs,MI,USA,45.42556528,-84.91338389,,America/Detroit,-4
MCD,Mackinac Island,Mackinac Island,MI,USA,45.86493444,-84.63734444,,America/Detroit,-4
3D4,Frankfort Dow Memorial,Frankfort,MI,USA,44.62506389,-86.20061944,,America/Detroit,-4
TEW,Mason Jewett ,Mason,MI,USA,42.56576833,-84.42321861,,America/Detroit,-4
Y66,Drummond Island,Drummond Island,MI,USA,46.00931139,-83.74393417,,America/Detroit,-4
5D3,Owosso Community,Owosso,MI,USA,42.99297222,-84.1389125,,America/Detroit,-4
9D9,Hastings Municipal,Hastings,MI,USA,42.66361778,-85.34625944,,America/Detroit,-4
Y15,Cheboygan City-County,Cheboygan,MI,USA,45.65371028,-84.51927306,,America/Detroit,-4
ONZ,Grosse Ile Municipal,Detroit - Grosse Ile,MI,USA,42.09860472,-83.16105861,,America/Detroit,-4
RQB,Roben-Hood,Big Rapids,MI,USA,43.72263278,-85.50407333,,America/Detroit,-4
HAI,Three Rivers Municipal,Three Rivers,MI,USA,41.95975,-85.59338889,,America/Detroit,-4
C91,Dowagiac Municipal ,Dowagiac,MI,USA,41.99293417,-86.1280125,,America/Detroit,-4
3BS,Jack Barstow,Midland,MI,USA,43.66291528,-84.261325,,America/Detroit,-4
ACB,Antrim County,Bellaire,MI,USA,44.98857611,-85.198355,,America/Detroit,-4
OZW,Livingston County,Howell,MI,USA,42.62950694,-83.98417361,,America/Detroit,-4
Y83,Sandusky City,Sandusky,MI,USA,43.45418694,-82.84938028,,America/Detroit,-4
42C,White Cloud,White Cloud,MI,USA,43.55974139,-85.77421944,,America/Detroit,-4
Y47,New Hudson,New Hudson,MI,USA,42.50311694,-83.62371667,,America/Detroit,-4
55D,Grayling Army Airfield,Grayling,MI,USA,44.68032028,-84.72886278,,America/Detroit,-4
6D6,Greenville Municipal,Greenville,MI,USA,43.14228139,-85.25380722,,America/Detroit,-4
3TR,Jerry Tyler Memorial,Niles,MI,USA,41.83590806,-86.22517611,,America/Detroit,-4
JYM,Hillsdale Municipal,Hillsdale,MI,USA,41.92126083,-84.5857625,,America/Detroit,-4
CAD,Wexford County,Cadillac,MI,USA,44.27531333,-85.41892694,,America/Detroit,-4
D95,Dupont-Lapeer,Lapeer,MI,USA,43.06703333,-83.27244444,,America/Detroit,-4
Y70,Ionia County,Ionia,MI,USA,42.93769972,-85.06066722,,America/Detroit,-4
78D,Caro Municipal,Caro,MI,USA,43.45908333,-83.44522222,,America/Detroit,-4
CVX,Charlevoix Municipal,Charlevoix,MI,USA,45.30477778,-85.27477778,,America/Detroit,-4
77G,Marlette Township,Marlette,MI,USA,43.31183,-83.09091444,,America/Detroit,-4
48D,Clare Municipal,Clare,MI,USA,43.83111111,-84.74133333,,America/Detroit,-4
SJX,Beaver Island,St James,MI,USA,45.69227778,-85.56630556,,America/Detroit,-4
3GM,Grand Haven Memorial Airpark,Grand Haven,MI,USA,43.03404639,-86.1981625,,America/Detroit,-4
Y93,Atlanta Municipal,Atlanta,MI,USA,45.00000833,-84.13333667,,America/Detroit,-4
ERY,Luce County Hale,Newberry,MI,USA,46.31118694,-85.45731639,,America/Detroit,-4
76G,Marine City,Marine City,MI,USA,42.72086583,-82.59574694,,America/Detroit,-4
ISQ,Schoolcraft County,Manistique,MI,USA,45.97464056,-86.17183056,,America/Detroit,-4
4D0,Abrams Municipal,Grandledge,MI,USA,42.77420167,-84.73309806,,America/Detroit,-4
IRS,Kirsch Municipal,Sturgis,MI,USA,41.8128725,-85.43906111,,America/Detroit,-4
MOP,Mount Pleasant Municipal,Mount Pleasant,MI,USA,43.62166833,-84.737484999999992,,America/Detroit,-4
D42,Springfield Municipal,Springfield,MN,USA,44.23107,-94.99893444,,America/Chicago,-5
MML,Marshall Muni - Ryan ,Marshall,MN,USA,44.45006611,-95.82234028,,America/Chicago,-5
ULM,New Ulm Municipal,New Ulm,MN,USA,44.31957306,-94.50230778,,America/Chicago,-5
OWA,Owatonna Degner Regional,Owatonna,MN,USA,44.12339722,-93.26061667,,America/Chicago,-5
04Y,Hawley Municipal,Hawley,MN,USA,46.88384889,-96.35089861,,America/Chicago,-5
8Y2,Buffalo Municipal,Buffalo,MN,USA,45.15904694,-93.84330361,,America/Chicago,-5
BBB,Benson Municipal,Benson,MN,USA,45.3319325,-95.650565,,America/Chicago,-5
DYT,Sky Harbor,Duluth,MN,USA,46.72186083,-92.04343889,,America/Chicago,-5
21D,Lake Elmo,St Paul,MN,USA,44.99748861,-92.85568111,,America/Chicago,-5
3N8,Mahnomen County ,Mahnomen,MN,USA,47.25996056,-95.92809778,,America/Chicago,-5
XVG,Longville Municipal,Longville,MN,USA,46.99016361,-94.20400222,,America/Chicago,-5
FRM,Fairmont Municipal,Fairmont,MN,USA,43.64394111,-94.41561556,,America/Chicago,-5
GHW,Glenwood Municipal ,Glenwood,MN,USA,45.64389167,-95.32043056,,America/Chicago,-5
49Y,Fillmore County,Preston,MN,USA,43.676759999999994,-92.17973444,,America/Chicago,-5
ACQ,Waseca Municipal,Waseca,MN,USA,44.07346389,-93.55294361,,America/Chicago,-5
MJQ,Jackson Municipal,Jackson,MN,USA,43.65004111,-94.98654611,,America/Chicago,-5
DXX,Madison-Lac Qui Parle County ,Madison,MN,USA,44.98624,-96.17773611,,America/Chicago,-5
SGS,South St.Paul Municipal,South St Paul,MN,USA,44.85713278,-93.03285389,,America/Chicago,-5
HCD,Hutchinson Municipal,Hutchinson,MN,USA,44.85890667,-94.38178917,,America/Chicago,-5
14Y,Todd Field ,Long Prairie,MN,USA,45.89857556,-94.87391,,America/Chicago,-5
FSE,Fosston Municipal,Fosston,MN,USA,47.59282028,-95.77349889,,America/Chicago,-5
27D,Myers ,Canby,MN,USA,44.72801889,-96.26309972,,America/Chicago,-5
VVV,Ortonville Municipal,Ortonville,MN,USA,45.30566472,-96.42442278,,America/Chicago,-5
12Y,Le Sueur Municipal,Le Sueur,MN,USA,44.43746472,-93.91274083,,America/Chicago,-5
ROX,Roseau Municipal,Roseau,MN,USA,48.85603806,-95.69703861,,America/Chicago,-5
10D,Winsted Municipal,Winsted,MN,USA,44.94996278,-94.0669175,,America/Chicago,-5
EVM,Eveleth-Virginia Muni,Eveleth,MN,USA,47.42507778,-92.49846944,,America/Chicago,-5
SAZ,Staples Municipal,Staples,MN,USA,46.38087944,-94.80660167,,America/Chicago,-5
ONA,Winona Muni-Max Conrad,Winona,MN,USA,44.07721306,-91.70831694,,America/Chicago,-5
Y68,Tracy Municipal,Tracy,MN,USA,44.24995694,-95.60445389,,America/Chicago,-5
LXL,Little Falls - Morrison County,Little Falls,MN,USA,45.94943778,-94.34708472,,America/Chicago,-5
PWC,Pine River Regional,Pine River,MN,USA,46.7247875,-94.3817,,America/Chicago,-5
PKD,Park Rapids Municipal,Park Rapids,MN,USA,46.90062583,-95.07313278,,America/Chicago,-5
PNM,Princeton Municipal,Princeton,MN,USA,45.55986778,-93.60821611,,America/Chicago,-5
HCO,Hallock Municipal,Hallock,MN,USA,48.75273139,-96.94300306,,America/Chicago,-5
MKT,Mankato Regional,Mankato,MN,USA,44.22164528,-93.91874333,,America/Chicago,-5
LVN,Airlake ,Minneapolis,MN,USA,44.62785361,-93.22810806,,America/Chicago,-5
AEL,Albert Lea Municipal,Albert Lea,MN,USA,43.68151278,-93.36723778,,America/Chicago,-5
JKJ,Moorhead Municipal ,Moorhead,MN,USA,46.83919194,-96.66313028,,America/Chicago,-5
MWM,Windom Municipal,Windom,MN,USA,43.91340167,-95.10940833,,America/Chicago,-5
FBL,Faribault Municipal,Faribault,MN,USA,44.32468556,-93.31082889,,America/Chicago,-5
LJF,Litchfield Municipal,Litchfield,MN,USA,45.09712889,-94.50726833,,America/Chicago,-5
CKN,Crookston Muni Kirkwood ,Crookston,MN,USA,47.84169417,-96.62162028,,America/Chicago,-5
MIC,Crystal,Minneapolis,MN,USA,45.06198611,-93.3539375,,America/Chicago,-5
D19,Quentin Aanenson ,Luverne,MN,USA,43.62080278,-96.21864028,,America/Chicago,-5
DTL,Detroit Lakes -Wething ,Detroit Lakes,MN,USA,46.82520861,-95.8856875,,America/Chicago,-5
1D6,Hector Municipal,Hector,MN,USA,44.73107278,-94.71471333,,America/Chicago,-5
ADC,Wadena Municipal ,Wadena,MN,USA,46.45026972,-95.21095472,,America/Chicago,-5
FFM,Fergus Falls Muni-Einar Mickelson,Fergus Falls,MN,USA,46.28439389,-96.15668556,,America/Chicago,-5
JYG,St James Municipal,St James,MN,USA,43.98631833,-94.55793722,,America/Chicago,-5
Y63,Elbow Lake Municipal,Elbow Lake,MN,USA,45.98607111,-95.99199861,,America/Chicago,-5
RRT,Warroad Intl Swede Carlson ,Warroad,MN,USA,48.94138889,-95.34838889,,America/Chicago,-5
PQN,Pipestone Municipal,Pipestone,MN,USA,43.98330333,-96.30031083,,America/Chicago,-5
JMR,Mora Municipal,Mora,MN,USA,45.88609722,-93.27177833,,America/Chicago,-5
MOX,Morris Municipal,Morris,MN,USA,45.56651667,-95.96763611,,America/Chicago,-5
TWM,Richard B. Helgeson,Two Harbors,MN,USA,47.049225,-91.74514167,,America/Chicago,-5
12D,Tower Municipal,Tower,MN,USA,47.81833333,-92.29166667,,America/Chicago,-5
AUM,Austin Municipal,Austin,MN,USA,43.66499083,-92.933385,,America/Chicago,-5
MVE,Montevideo-Chippewa County ,Montevideo,MN,USA,44.96905556,-95.71025,,America/Chicago,-5
OTG,Worthington Municipal,Worthington,MN,USA,43.65506611,-95.57920917,,America/Chicago,-5
56M,Warsaw Municipal,Warsaw,MO,USA,38.34688889,-93.345425,,America/Chicago,-5
SET,St Charles County Smart ,St Charles,MO,USA,38.92969444,-90.42996111,,America/Chicago,-5
2H2,Aurora Memorial Municipal,Aurora,MO,USA,36.96230778,-93.69531111,,America/Chicago,-5
BUM,Butler Memorial,Butler,MO,USA,38.28977028,-94.34012694,,America/Chicago,-5
H21,Camdenton Memorial,Camdenton,MO,USA,37.97468528,-92.69161528,,America/Chicago,-5
TVB,Cabool Memorial,Cabool,MO,USA,37.13244083,-92.08396167,,America/Chicago,-5
EIW,County Memorial,New Madrid,MO,USA,36.53531083,-89.59971722,,America/Chicago,-5
K15,Linn Creek-Grand Glaize Memorial,Osage Beach,MO,USA,38.11045,-92.68054583,,America/Chicago,-5
GLY,Clinton Memorial,Clinton,MO,USA,38.35657306,-93.68417694,,America/Chicago,-5
MO85,Lawrence Smith Memorial,Harrisonville,MO,USA,38.61102222,-94.34213056,,America/Chicago,-5
UBX,Cuba Municipal,Cuba,MO,USA,38.06877667,-91.42885694,,America/Chicago,-5
M58,Monett Municipal,Monett,MO,USA,36.90621528,-94.01275833,,America/Chicago,-5
